location,date,SO2,PM10,O3,NO2,CO,PM25
JLD,20170303,0.003,39,0.03,0.019,0.4,13
JLD,20170304,0.002,41,0.027,0.024,0.5,22
JLD,20170305,0.003,45,0.036,0.017,0.5,28
JLD,20170306,0.002,37,0.035,0.015,0.4,18
JLD,20170307,0.002,28,0.034,0.013,0.3,10
JLD,20170308,0.002,35,0.035,0.012,0.3,11
JLD,20170309,0.004,52,0.037,0.016,0.4,18
JLD,20170310,0.003,45,0.031,0.021,0.4,19
JLD,20170311,0.004,50,0.03,0.025,0.4,26
JLD,20170312,0.004,66,0.046,0.023,0.5,39
JLD,20170313,0.004,67,0.037,0.025,0.5,39
JLD,20170314,0.003,49,0.029,0.022,0.4,25
JLD,20170315,0.003,43,0.032,0.02,0.3,21
JLD,20170316,0.002,45,0.032,0.02,0.3,23
JLD,20170317,0.003,54,0.03,0.027,0.4,29
JLD,20170318,0.005,56,0.029,0.03,0.5,32
JLD,20170319,0.004,58,0.034,0.028,0.6,33
JLD,20170320,0.002,56,0.027,0.027,0.5,32
JLD,20170321,0.002,56,0.036,0.017,0.3,28
JLD,20170322,0.003,52,0.033,0.018,0.3,26
JLD,20170323,0.004,63,0.033,0.024,0.4,34
JLD,20170324,0.003,59,0.032,0.024,0.4,33
JLD,20170325,0.002,39,0.036,0.014,0.3,23
JLD,20170326,0.002,36,0.033,0.013,0.3,22
JLD,20170327,0.002,57,0.038,0.018,0.5,36
JLD,20170328,0.003,53,0.041,0.017,0.4,34
JLD,20170329,0.002,36,0.038,0.023,0.3,21
JLD,20170330,0.003,60,0.033,0.029,0.4,37
JLD,20170331,0.002,42,0.039,0.02,0.4,28
DSD,20170301,0.003,42,0.029,0.016,0.4,31
DSD,20170302,0.002,31,0.031,0.01,0.3,13
DSD,20170303,0.003,40,0.024,0.015,0.4,17
DSD,20170304,0.003,45,0.02,0.02,0.5,34
DSD,20170305,0.003,45,0.025,0.016,0.5,37
DSD,20170306,0.003,29,0.034,0.008,0.3,24
DSD,20170307,0.002,31,0.034,0.008,0.3,13
DSD,20170308,0.002,41,0.03,0.009,0.3,16
DSD,20170309,0.003,62,0.033,0.011,0.4,25
DSD,20170310,0.003,43,0.03,0.012,0.3,22
DSD,20170311,0.003,56,0.023,0.02,0.4,36
DSD,20170312,0.003,66,0.041,0.015,0.4,57
DSD,20170313,0.003,64,0.034,0.013,0.4,47
DSD,20170314,0.003,52,0.025,0.014,0.4,33
DSD,20170315,0.003,47,0.024,0.015,0.3,29
DSD,20170316,0.002,47,0.025,0.016,0.4,32
DSD,20170317,0.004,52,0.027,0.017,0.4,37
DSD,20170318,0.005,57,0.025,0.02,0.5,43
DSD,20170319,0.004,61,0.028,0.02,0.5,48
DSD,20170320,0.003,58,0.021,0.019,0.5,41
DSD,20170321,0.002,60,0.035,0.011,0.4,35
DSD,20170322,0.003,54,0.028,0.013,0.4,28
DSD,20170323,0.004,64,0.031,0.017,0.4,40
DSD,20170324,0.003,58,0.025,0.018,0.5,38
DSD,20170325,0.002,36,0.029,0.011,0.4,28
DSD,20170326,0.002,35,0.03,0.009,0.4,
DSD,20170327,0.002,54,0.034,0.012,0.5,
DSD,20170328,0.002,51,0.035,0.012,0.4,
DSD,20170329,0.002,37,0.035,0.013,0.3,23
DSD,20170330,0.003,60,0.035,0.016,0.4,46
DSD,20170331,0.002,36,0.031,0.013,0.4,
DHD,20170301,0.005,53,0.019,0.041,0.6,
DHD,20170302,0.003,39,0.023,0.027,0.4,
DHD,20170303,0.004,45,0.017,0.038,0.7,
DHD,20170304,0.004,51,0.014,0.043,0.8,
DHD,20170305,0.005,49,0.02,0.037,0.8,
DHD,20170306,0.003,47,0.025,0.026,0.4,
DHD,20170307,0.003,38,0.023,0.029,0.4,
DHD,20170308,0.004,41,0.023,0.029,0.4,
DHD,20170309,0.006,62,0.026,0.032,0.6,
DHD,20170310,0.006,53,0.021,0.037,0.6,
DHD,20170311,0.007,56,0.015,0.047,0.8,
DHD,20170312,0.008,74,0.029,0.046,0.9,
DHD,20170313,0.006,79,0.029,0.034,0.7,
DHD,20170314,0.004,59,0.019,0.038,0.7,
DHD,20170315,0.004,57,0.018,0.039,0.7,
DHD,20170316,0.003,56,0.02,0.039,0.6,
DHD,20170317,0.005,64,0.017,0.047,0.8,
DHD,20170318,0.007,71,0.018,0.05,1,
DHD,20170319,0.005,71,0.021,0.048,0.9,
DHD,20170320,0.004,70,0.017,0.046,0.8,
DHD,20170321,0.003,61,0.027,0.03,0.4,
DHD,20170322,0.004,63,0.021,0.036,0.6,
DHD,20170323,0.006,75,0.022,0.047,0.8,
DHD,20170324,0.004,66,0.022,0.04,0.7,
DHD,20170325,0.003,46,0.023,0.028,0.5,
DHD,20170326,0.003,48,0.024,0.024,0.4,
DHD,20170327,0.003,75,0.024,0.035,0.5,
DHD,20170328,0.003,72,0.027,0.031,0.4,
DHD,20170329,0.003,47,0.028,0.03,0.3,
DHD,20170330,0.004,86,0.025,0.041,0.4,
DHD,20170331,0.003,61,0.025,0.033,0.3,
WPD,20170301,0.003,49,0.031,0.028,0.5,34
WPD,20170302,0.002,43,0.035,0.019,0.4,21
WPD,20170303,0.003,44,0.034,0.015,0.4,19
WPD,20170304,0.003,44,0.033,0.02,0.4,31
WPD,20170305,0.004,45,0.04,0.016,0.4,34
WPD,20170306,0.003,42,0.037,0.018,0.4,24
WPD,20170307,0.003,37,0.037,0.017,0.3,14
WPD,20170308,0.002,46,0.041,0.012,0.3,16
WPD,20170309,0.004,68,0.047,0.013,0.4,27
WPD,20170310,0.003,48,0.036,0.019,0.4,23
WPD,20170311,0.004,57,0.033,0.024,0.4,37
WPD,20170312,0.004,68,0.051,0.023,0.5,55
WPD,20170313,0.004,70,0.038,0.026,0.5,50
WPD,20170314,0.003,55,0.029,0.025,0.5,34
WPD,20170315,0.003,50,0.034,0.02,0.3,28
WPD,20170316,0.003,48,0.039,0.017,0.3,28
WPD,20170317,0.004,57,0.031,0.028,0.4,36
WPD,20170318,0.005,59,0.03,0.031,0.5,44
WPD,20170319,0.004,60,0.035,0.029,0.5,45
WPD,20170320,0.003,56,0.03,0.024,0.5,41
WPD,20170321,0.003,65,0.041,0.02,0.2,34
WPD,20170322,0.003,58,0.034,0.02,0.3,27
WPD,20170323,0.004,68,0.036,0.027,0.5,41
WPD,20170324,0.003,61,0.038,0.021,0.6,40
WPD,20170325,0.002,36,0.043,0.012,0.5,24
WPD,20170326,0.002,35,0.038,0.013,0.5,25
WPD,20170327,0.002,55,0.045,0.017,0.5,43
WPD,20170328,0.003,53,0.045,0.018,0.3,42
WPD,20170329,0.002,40,0.038,0.028,0.3,24
WPD,20170330,0.003,65,0.035,0.032,0.3,46
WPD,20170331,0.002,41,0.039,0.022,0.2,32
UND,20170401,0.007,32,0.032,0.017,0.3,25
UND,20170402,0.009,43,0.038,0.015,0.4,31
UND,20170403,0.007,55,0.048,0.017,0.4,40
UND,20170404,0.009,71,0.041,0.024,0.6,41
UND,20170405,0.005,41,0.02,0.029,0.5,21
UND,20170406,0.004,28,0.031,0.016,0.4,15
UND,20170407,0.004,36,0.038,0.015,0.4,19
UND,20170408,0.008,62,0.038,0.02,0.6,32
UND,20170409,0.007,45,0.038,0.01,0.5,23
UND,20170410,0.003,26,0.046,0.009,0.2,13
UND,20170411,0.003,41,0.041,0.014,0.4,19
UND,20170412,0.003,84,0.033,0.016,0.3,17
UND,20170413,0.004,79,0.052,0.012,0.4,21
UND,20170414,0.004,58,0.05,0.015,0.3,19
UND,20170415,0.004,53,0.054,0.013,0.4,21
UND,20170416,0.006,50,0.035,0.018,0.3,19
UND,20170417,0.006,45,0.014,0.026,0.4,20
UND,20170418,0.004,64,0.035,0.013,0.4,22
UND,20170419,0.002,129,0.036,0.012,0.3,19
UND,20170420,0.003,82,0.013,0.028,0.4,21
UND,20170421,0.003,65,0.024,0.021,0.4,19
UND,20170422,0.005,79,0.03,0.021,0.4,26
UND,20170423,0.004,48,0.044,0.013,0.3,20
UND,20170424,0.003,56,0.037,0.021,0.3,22
UND,20170425,0.004,61,0.031,0.02,0.5,24
UND,20170426,0.004,50,0.037,0.014,0.4,19
UND,20170427,0.003,51,0.031,0.016,0.3,13
UND,20170428,0.004,71,0.052,0.013,0.4,19
UND,20170429,0.003,65,0.058,0.011,0.4,25
UND,20170430,0.006,94,0.069,0.014,0.6,36
MPD,20170401,0.002,38,0.046,0.019,0.2,22
MPD,20170402,0.003,53,0.051,0.018,0.3,31
MPD,20170403,0.005,74,0.051,0.029,0.4,44
MPD,20170404,0.005,68,0.054,0.031,0.4,37
MPD,20170405,0.004,56,0.027,0.038,0.4,27
MPD,20170406,0.004,35,0.042,0.02,0.2,14
MPD,20170407,0.003,45,0.05,0.018,0.2,21
MPD,20170408,0.005,93,0.055,0.018,0.7,57
MPD,20170409,0.004,63,0.054,0.009,0.4,35
MPD,20170410,0.002,26,0.06,0.013,0.2,9
MPD,20170411,0.003,38,0.059,0.013,0.3,16
MPD,20170412,0.003,90,0.047,0.017,0.2,13
MPD,20170413,0.005,82,0.053,0.024,0.5,26
MPD,20170414,0.004,64,0.064,0.022,0.3,20
MPD,20170415,0.004,59,0.06,0.018,0.2,23
MPD,20170416,0.003,46,0.043,0.021,0.2,20
MPD,20170417,0.003,42,0.022,0.028,0.3,20
MPD,20170418,0.003,70,0.045,0.014,0.3,22
MPD,20170419,0.002,127,0.046,0.015,0.2,17
MPD,20170420,0.003,80,0.012,0.036,0.4,23
MPD,20170421,0.003,67,0.036,0.022,0.4,20
MPD,20170422,0.003,84,0.043,0.023,0.5,30
MPD,20170423,0.003,49,0.05,0.02,0.3,20
MPD,20170424,0.002,53,0.045,0.026,0.3,19
MPD,20170425,0.003,50,0.047,0.023,0.3,19
MPD,20170426,0.003,63,0.052,0.014,0.2,20
MPD,20170427,0.003,52,0.041,0.019,0.4,12
MPD,20170428,0.004,71,0.06,0.021,0.4,21
MPD,20170429,0.004,80,0.059,0.019,0.4,32
MPD,20170430,0.006,108,0.104,0.015,0.6,42
MCD,20170401,0.003,40,0.03,0.023,0.5,29
MCD,20170402,0.003,46,0.04,0.018,0.5,30
MCD,20170403,0.004,56,0.046,0.024,0.5,39
MCD,20170404,0.004,56,0.047,0.027,0.5,34
MCD,20170405,0.004,39,0.024,0.035,0.6,25
MCD,20170406,0.002,26,0.037,0.016,0.4,14
MCD,20170407,0.002,36,0.036,0.022,0.4,20
MCD,20170408,0.004,57,0.04,0.026,0.6,30
MCD,20170409,0.003,48,0.037,0.016,0.5,25
MCD,20170410,0.002,28,0.047,0.011,0.3,11
MCD,20170411,0.002,38,0.044,0.016,0.4,17
MCD,20170412,0.003,78,0.038,0.015,0.4,15
MCD,20170413,0.004,75,0.051,0.016,0.5,22
MCD,20170414,0.003,46,0.051,0.017,0.5,16
MCD,20170415,0.003,54,0.047,0.021,0.5,24
MCD,20170416,0.002,48,0.036,0.024,0.5,19
MCD,20170417,0.003,40,0.02,0.031,0.6,18
MCD,20170418,0.002,61,0.036,0.016,0.5,21
MCD,20170419,0.002,114,0.04,0.011,0.3,17
MCD,20170420,0.003,70,0.021,0.028,0.5,18
MCD,20170421,0.003,52,0.027,0.025,0.5,22
MCD,20170422,0.003,70,0.033,0.023,0.5,24
MCD,20170423,0.003,51,0.046,0.015,0.4,21
MCD,20170424,0.002,51,0.047,0.019,0.4,18
MCD,20170425,0.002,49,0.04,0.018,0.4,18
MCD,20170426,0.003,46,0.042,0.015,0.4,18
MCD,20170427,0.003,43,0.038,0.015,0.4,11
MCD,20170428,0.004,60,0.056,0.012,0.5,18
MCD,20170429,0.003,61,0.05,0.019,0.6,26
MCD,20170430,0.005,88,0.068,0.019,0.7,40
GSD,20170401,0.002,35,0.043,0.009,0.2,26
GSD,20170402,0.003,44,0.049,0.009,0.4,30
GSD,20170403,0.003,65,0.058,0.01,0.5,43
GSD,20170404,0.003,54,0.052,0.015,0.5,34
GSD,20170405,0.002,38,0.018,0.023,0.6,26
GSD,20170406,0.002,25,0.04,0.01,0.2,
GSD,20170407,0.002,41,0.05,0.008,0.2,30
GSD,20170408,0.004,70,0.051,0.01,0.4,53
GSD,20170409,0.003,60,0.047,0.007,0.4,43
GSD,20170410,0.002,,0.053,0.007,0.2,16
GSD,20170411,0.002,36,0.055,0.006,0.4,26
GSD,20170412,0.002,87,0.045,0.006,0.2,17
GSD,20170413,0.003,89,0.057,0.007,0.5,32
GSD,20170414,0.002,63,0.066,0.006,0.3,24
GSD,20170415,0.002,61,0.066,0.007,0.2,27
GSD,20170416,0.002,50,0.045,0.009,0.1,23
GSD,20170417,0.002,42,0.022,0.013,0.3,21
GSD,20170418,0.002,77,0.042,0.007,0.2,26
GSD,20170419,0.002,131,0.045,0.006,0.2,19
GSD,20170420,0.002,80,0.015,0.018,0.5,26
GSD,20170421,0.002,61,0.034,0.01,0.4,23
GSD,20170422,0.003,79,0.04,0.012,0.5,31
GSD,20170423,0.002,55,0.048,0.009,0.5,26
GSD,20170424,0.002,56,0.052,0.01,0.4,22
GSD,20170425,0.002,54,0.039,0.013,0.4,23
GSD,20170426,0.002,63,0.051,0.006,0.1,22
GSD,20170427,0.003,54,0.046,0.006,0.4,16
GSD,20170428,0.003,81,0.063,0.007,0.5,28
GSD,20170429,0.003,87,0.067,0.007,0.3,36
GSD,20170430,0.004,118,0.095,0.006,0.6,51
NED,20170401,0.003,46,0.042,0.016,0.4,21
NED,20170402,0.004,52,0.05,0.016,0.4,21
NED,20170403,0.004,72,0.047,0.027,0.5,34
NED,20170404,0.005,66,0.052,0.028,0.5,26
NED,20170405,0.004,48,0.021,0.036,0.5,19
NED,20170406,0.003,29,0.05,0.01,0.3,8
NED,20170407,0.003,47,0.045,0.017,0.4,17
NED,20170408,0.005,76,0.047,0.019,0.5,31
NED,20170409,0.004,63,0.049,0.008,0.4,25
NED,20170410,0.002,30,0.059,0.009,0.3,5
NED,20170411,0.003,37,0.058,0.01,0.3,10
NED,20170412,0.003,85,0.049,0.013,0.3,11
NED,20170413,0.005,79,0.063,0.014,0.4,20
NED,20170414,0.004,57,0.078,0.007,0.3,12
NED,20170415,0.004,54,0.066,0.014,0.3,16
NED,20170416,0.003,46,0.044,0.019,0.3,12
NED,20170417,0.003,37,0.028,0.023,0.4,10
NED,20170418,0.003,69,0.045,0.01,0.3,23
NED,20170419,0.002,134,0.047,0.012,0.3,21
NED,20170420,0.003,76,0.023,0.027,0.4,20
NED,20170421,0.003,58,0.037,0.019,0.4,19
NED,20170422,0.004,77,0.046,0.019,0.4,26
NED,20170423,0.003,52,0.057,0.014,0.4,17
NED,20170424,0.003,55,0.061,0.018,0.4,16
NED,20170425,0.002,51,0.044,0.019,0.4,14
NED,20170426,0.003,52,0.06,0.008,0.2,16
NED,20170427,0.003,46,0.052,0.012,0.3,8
NED,20170428,0.005,73,0.078,0.008,0.4,20
NED,20170429,0.003,80,0.074,0.01,0.4,26
NED,20170430,0.006,115,0.116,0.008,0.5,39
SND,20170401,0.003,42,0.03,0.018,0.4,21
SND,20170402,0.005,48,0.035,0.019,0.4,24
SND,20170403,0.005,64,0.039,0.024,0.5,31
SND,20170404,0.005,56,0.04,0.028,0.5,28
SND,20170405,0.005,37,0.028,0.028,0.5,18
SND,20170406,0.003,30,0.032,0.016,0.3,15
SND,20170407,0.003,44,0.038,0.014,0.3,20
SND,20170408,0.005,68,0.04,0.02,0.5,31
SND,20170409,0.005,55,0.036,0.01,0.5,26
SND,20170410,0.002,27,0.042,0.006,0.2,12
SND,20170411,0.003,35,0.037,0.014,0.3,18
SND,20170412,0.003,73,0.031,0.016,0.3,17
SND,20170413,0.004,68,0.045,0.014,0.4,22
SND,20170414,0.004,46,0.041,0.02,0.4,16
SND,20170415,0.004,50,0.042,0.018,0.4,23
SND,20170416,0.003,43,0.033,0.023,0.3,20
SND,20170417,0.003,36,0.02,0.031,0.4,20
SND,20170418,0.003,62,0.037,0.013,0.3,23
SND,20170419,0.003,96,0.037,0.012,0.3,19
SND,20170420,0.003,62,0.021,0.031,0.4,21
SND,20170421,0.004,54,0.027,0.026,0.4,18
SND,20170422,0.004,63,0.035,0.024,0.5,25
SND,20170423,0.004,46,0.048,0.015,0.4,21
SND,20170424,0.003,46,0.046,0.021,0.4,17
SND,20170425,0.003,42,0.038,0.022,0.3,20
SND,20170426,0.003,48,0.043,0.014,0.3,18
SND,20170427,0.003,41,0.037,0.015,0.3,12
SND,20170428,0.004,56,0.053,0.013,0.4,20
SND,20170429,0.004,63,0.056,0.013,0.4,26
SND,20170430,0.004,58,0.056,0.013,0.4,26
SND,20170430,0.006,82,0.07,0.016,0.5,42
JLD,20170401,0.001,49,0.033,0.02,0.4,30
JLD,20170402,0.002,44,0.043,0.015,0.4,25
JLD,20170403,0.003,55,0.052,0.016,0.4,36
JLD,20170404,0.003,54,0.049,0.019,0.4,31
JLD,20170405,0.002,40,0.017,0.036,0.5,21
JLD,20170406,0.001,27,0.036,0.014,0.3,11
JLD,20170407,0.001,37,0.038,0.019,0.4,16
JLD,20170408,0.002,54,0.041,0.02,0.5,24
JLD,20170409,0.002,47,0.037,0.012,0.4,22
JLD,20170410,0.001,28,0.048,0.011,0.2,12
JLD,20170411,0.002,36,0.044,0.015,0.3,15
JLD,20170412,0.002,71,0.039,0.013,0.3,14
JLD,20170413,0.003,69,0.053,0.015,0.4,18
JLD,20170414,0.002,47,0.058,0.012,0.3,13
JLD,20170415,0.002,49,0.052,0.017,0.4,18
JLD,20170416,0.001,43,0.033,0.02,0.4,15
JLD,20170417,0.001,37,0.018,0.027,0.5,16
JLD,20170418,0.001,56,0.038,0.014,0.4,18
JLD,20170419,0.002,103,0.039,0.012,0.3,14
JLD,20170420,0.002,69,0.02,0.025,0.3,17
JLD,20170421,0.002,44,0.029,0.021,0.4,14
JLD,20170422,0.002,66,0.036,0.019,0.4,21
JLD,20170423,0.002,51,0.049,0.011,0.3,19
JLD,20170424,0.002,49,0.048,0.015,0.3,16
JLD,20170425,0.002,47,0.039,0.015,0.3,16
JLD,20170426,0.002,41,0.044,0.013,0.3,14
JLD,20170427,0.002,39,0.04,0.012,0.3,10
JLD,20170428,0.003,60,0.056,0.012,0.4,16
JLD,20170429,0.002,59,0.059,0.012,0.4,22
JLD,20170430,0.004,84,0.074,0.013,0.6,32
DSD,20170401,0.001,31,0.03,0.011,0.3,
DSD,20170402,0.002,44,0.037,0.011,0.3,30
DSD,20170403,0.002,55,0.045,0.011,0.4,
DSD,20170404,0.003,59,0.042,0.015,0.4,35
DSD,20170405,0.002,37,0.016,0.021,0.5,24
DSD,20170406,0.001,27,0.03,0.011,0.4,13
DSD,20170407,0.001,36,0.036,0.012,0.4,16
DSD,20170408,0.004,61,0.039,0.013,0.6,32
DSD,20170409,0.002,46,0.036,0.008,0.4,26
DSD,20170410,0.001,27,0.044,0.007,0.1,10
DSD,20170411,0.002,38,0.04,0.01,0.3,13
DSD,20170412,0.002,87,0.036,0.009,0.2,14
DSD,20170413,0.003,82,0.047,0.009,0.3,19
DSD,20170414,0.002,54,0.05,0.009,0.3,14
DSD,20170415,0.002,55,0.047,0.011,0.3,19
DSD,20170416,0.002,49,0.037,0.013,0.3,16
DSD,20170417,0.002,38,0.017,0.016,0.4,16
DSD,20170418,0.002,58,0.032,0.01,0.3,19
DSD,20170419,0.002,133,0.035,0.008,0.2,14
DSD,20170420,0.003,84,0.018,0.017,0.3,18
DSD,20170421,0.003,56,0.027,0.013,0.3,15
DSD,20170422,0.003,75,0.032,0.014,0.3,23
DSD,20170423,0.002,53,0.043,0.009,0.2,20
DSD,20170424,0.002,52,0.04,0.012,0.2,18
DSD,20170425,0.002,58,0.03,0.014,0.4,16
DSD,20170426,0.002,47,0.042,0.008,0.3,14
DSD,20170427,0.003,48,0.036,0.008,0.3,9
DSD,20170428,0.003,70,0.047,0.009,0.4,15
DSD,20170429,0.002,65,0.053,0.008,0.4,27
DSD,20170430,0.002,69,0.053,0.008,0.4,27
DHD,20170401,0.002,69,0.022,0.026,0.2,30
DHD,20170402,0.003,58,0.029,0.027,0.4,31
DHD,20170403,0.003,80,0.032,0.035,0.5,39
DHD,20170404,0.004,74,0.031,0.04,0.6,36
DHD,20170405,0.004,50,0.016,0.028,0.5,24
DHD,20170406,0.003,35,0.019,0.022,0.1,17
DHD,20170407,0.003,56,0.026,0.021,0.2,24
DHD,20170408,0.005,78,0.03,0.021,0.5,37
DHD,20170409,0.003,68,0.029,0.015,0.3,28
DHD,20170410,0.003,37,0.037,0.017,0.1,12
DHD,20170411,0.003,43,0.031,0.021,0.3,21
DHD,20170412,0.003,94,0.027,0.023,0.4,18
DHD,20170413,0.003,92,0.036,0.027,0.5,26
DHD,20170414,0.003,62,0.034,0.029,0.4,19
DHD,20170415,0.003,61,0.034,0.029,0.3,25
DHD,20170416,0.003,59,0.024,0.031,0.4,22
DHD,20170417,0.002,46,0.012,0.033,0.5,22
DHD,20170418,0.002,77,0.026,0.019,0.2,24
DHD,20170419,0.002,128,0.027,0.02,0.3,21
DHD,20170420,0.003,89,0.014,0.033,0.6,22
DHD,20170421,0.003,70,0.018,0.029,0.5,20
DHD,20170422,0.003,83,0.025,0.027,0.6,25
DHD,20170423,0.003,58,0.034,0.023,0.5,24
DHD,20170424,0.003,57,0.034,0.028,0.5,20
DHD,20170425,0.003,58,0.027,0.028,0.4,21
DHD,20170426,0.003,60,0.031,0.022,0.2,20
DHD,20170427,0.004,51,0.027,0.023,0.5,13
DHD,20170428,0.004,71,0.039,0.025,0.5,22
DHD,20170429,0.004,78,0.039,0.028,0.4,29
DHD,20170430,0.005,99,0.051,0.03,0.7,43
WPD,20170401,0.001,40,0.034,0.021,0.2,
WPD,20170402,0.002,48,0.045,0.018,0.2,29
WPD,20170403,0.003,59,0.061,0.015,0.3,41
WPD,20170404,0.003,60,0.058,0.02,0.4,39
WPD,20170405,0.002,40,0.021,0.034,0.5,24
WPD,20170406,0.001,27,0.045,0.012,0.4,14
WPD,20170407,0.001,44,0.037,0.028,0.4,27
WPD,20170408,0.003,64,0.04,0.028,0.6,
WPD,20170409,0.002,51,0.037,0.02,0.5,
WPD,20170410,0.001,34,0.044,0.022,0.2,10
WPD,20170411,0.002,43,0.049,0.018,0.3,18
WPD,20170412,0.002,95,0.043,0.015,0.3,
WPD,20170413,0.003,85,0.062,0.012,0.4,28
WPD,20170414,0.002,58,0.066,0.011,0.3,18
WPD,20170415,0.002,52,0.068,0.011,0.3,18
WPD,20170416,0.002,48,0.039,0.022,0.3,20
WPD,20170417,0.002,38,0.02,0.028,0.5,17
WPD,20170418,0.002,64,0.043,0.013,0.4,
WPD,20170419,0.002,136,0.046,0.011,0.3,33
WPD,20170420,0.002,80,0.022,0.024,0.5,24
WPD,20170421,0.002,54,0.028,0.024,0.5,20
WPD,20170422,0.003,73,0.036,0.023,0.5,29
WPD,20170423,0.002,52,0.055,0.011,0.3,22
WPD,20170424,0.002,51,0.057,0.013,0.3,19
WPD,20170425,0.002,51,0.047,0.013,0.3,17
WPD,20170426,0.002,44,0.045,0.017,0.5,19
WPD,20170427,0.002,49,0.043,0.013,0.5,14
WPD,20170428,0.003,72,0.066,0.01,0.6,25
WPD,20170429,0.003,67,0.073,0.009,0.5,34
WPD,20170430,0.004,101,0.091,0.01,0.7,47
UND,20170501,0.004,86,0.07,0.011,0.6,34
UND,20170502,0.005,60,0.064,0.016,0.4,19
UND,20170503,0.006,66,0.074,0.022,0.7,26
UND,20170504,0.008,78,0.067,0.018,0.5,31
UND,20170505,0.005,55,0.06,0.009,0.3,24
UND,20170506,0.003,193,0.056,0.008,0.2,17
UND,20170507,0.004,126,0.063,0.006,0.2,12
UND,20170508,0.005,218,0.071,0.016,0.4,28
UND,20170509,0.003,89,0.044,0.017,0.3,16
UND,20170510,0.001,33,0.049,0.017,0.5,12
UND,20170511,0.002,76,0.076,0.033,0.6,28
UND,20170512,0.002,57,0.045,0.035,0.6,24
UND,20170513,0.001,54,0.069,0.018,0.4,19
UND,20170514,0.002,52,0.058,0.009,0.4,14
UND,20170515,0.001,50,0.054,0.013,0.4,12
UND,20170516,0.002,34,0.048,0.015,0.3,13
UND,20170517,0.004,39,0.066,0.024,0.4,15
UND,20170518,0.003,54,0.084,0.021,0.4,24
UND,20170519,0.003,56,0.078,0.026,0.4,25
UND,20170520,0.004,37,0.08,0.027,0.3,16
UND,20170521,0.004,37,0.087,0.022,0.4,18
UND,20170522,0.004,42,0.066,0.027,0.5,21
UND,20170523,0.004,47,0.049,0.022,0.5,21
UND,20170524,0.002,32,0.068,0.02,0.6,17
UND,20170525,0.002,43,0.077,0.02,0.7,18
UND,20170526,0.002,30,0.052,0.017,0.4,11
UND,20170527,0.002,29,0.066,0.013,0.4,11
UND,20170528,0.002,43,0.094,0.011,0.5,16
UND,20170529,0.002,55,0.092,0.013,0.5,22
UND,20170530,0.003,71,0.094,0.031,0.7,31
UND,20170531,0.002,46,0.052,0.023,0.5,21
MPD,20170501,0.003,98,0.087,0.018,0.5,36
MPD,20170502,0.004,64,0.08,0.025,0.6,19
MPD,20170503,0.004,65,0.101,0.024,0.6,25
MPD,20170504,0.005,74,0.088,0.025,0.5,32
MPD,20170505,0.004,57,0.083,0.015,0.4,25
MPD,20170506,0.003,196,0.076,0.007,0.3,19
MPD,20170507,0.003,119,0.084,0.011,0.3,15
MPD,20170508,0.004,179,0.097,0.028,0.6,36
MPD,20170509,0.003,88,0.063,0.022,0.3,19
MPD,20170510,0.003,33,0.022,0.015,0.2,10
MPD,20170511,0.003,75,0.069,0.023,0.4,28
MPD,20170512,0.003,58,0.044,0.027,0.3,23
MPD,20170513,0.003,56,0.067,0.014,0.3,19
MPD,20170514,0.003,53,0.056,0.008,0.3,12
MPD,20170515,0.002,46,0.056,0.013,0.3,9
MPD,20170516,0.003,39,0.052,0.015,0.3,13
MPD,20170517,0.005,42,0.068,0.022,0.5,16
MPD,20170518,0.005,54,0.084,0.026,0.5,25
MPD,20170519,0.004,51,0.081,0.025,0.3,24
MPD,20170520,0.005,39,0.08,0.026,0.4,16
MPD,20170521,0.005,41,0.084,0.02,0.4,20
MPD,20170522,0.004,41,0.065,0.02,0.4,19
MPD,20170523,0.004,42,0.051,0.018,0.4,21
MPD,20170524,0.003,42,0.069,0.02,0.5,18
MPD,20170525,0.003,48,0.077,0.016,0.4,15
MPD,20170526,0.003,31,0.055,0.015,0.3,8
MPD,20170527,0.004,36,0.068,0.019,0.3,14
MPD,20170528,0.004,52,0.093,0.015,0.4,20
MPD,20170529,0.004,67,0.09,0.02,0.3,26
MPD,20170530,0.003,74,0.086,0.027,0.4,34
MPD,20170531,0.003,53,0.048,0.031,0.4,25
MCD,20170501,0.003,84,0.071,0.02,0.8,37
MCD,20170502,0.002,55,0.066,0.023,0.5,19
MCD,20170503,0.002,48,0.077,0.02,0.5,19
MCD,20170504,0.004,66,0.067,0.018,0.6,31
MCD,20170505,0.003,53,0.058,0.011,0.5,25
MCD,20170506,0.002,179,0.053,0.01,0.4,21
MCD,20170507,0.003,130,0.062,0.009,0.5,18
MCD,20170508,0.003,190,0.074,0.02,0.7,36
MCD,20170509,0.002,86,0.042,0.015,0.6,19
MCD,20170510,0.002,31,0.05,0.011,0.6,13
MCD,20170511,0.003,67,0.075,0.023,0.5,29
MCD,20170512,0.002,50,0.049,0.023,0.6,23
MCD,20170513,0.002,55,0.069,0.014,0.4,21
MCD,20170514,0.002,53,0.054,0.008,0.4,15
MCD,20170515,0.003,42,0.058,0.008,0.3,10
MCD,20170516,0.002,31,0.051,0.013,0.5,12
MCD,20170517,0.002,35,0.067,0.019,0.4,15
MCD,20170518,0.003,48,0.086,0.018,0.5,24
MCD,20170519,0.002,48,0.083,0.017,0.4,24
MCD,20170520,0.003,36,0.079,0.021,0.4,17
